registration_number,postal_code,transaction_value,transaction_date,built_area
7007800440.0,02342-150,1100000,2022-07-20,300
21402500775.0,02998-030,250000,2022-07-20,54
11149200994.0,08062-050,260000,2022-07-27,49
7839900240.0,05128-010,225000,2022-07-21,113
11412001055.0,08210-010,177608,2022-07-12,74
5134600661.0,03211-120,600000,2022-07-22,180
16906000585.0,05754-060,320000,2022-07-20,116
12321600135.0,05657-110,2740000,2022-07-25,354
6843400965.0,02243-020,473134,2022-07-21,162
14511700566.0,08275-140,416000,2022-07-13,69
14610800569.0,03534-000,500000,2022-07-22,186
15313900233.0,03977-650,320135,2022-07-28,190
10136700054.0,05618-080,1300000,2022-07-13,385
5803900710.0,03542-000,606948,2022-07-22,76
11032900041.0,03874-000,443000,2022-07-28,71
14401501283.0,08215-000,290000,2022-07-18,54
14409800751.0,08290-430,150000,2022-07-22,46
30010800236.0,05679-165,2350000,2022-07-15,269
11426500423.0,08230-130,268460,2022-07-22,72
4922600124.0,04254-080,265000,2022-07-28,98
16615100621.0,05869-225,350000,2022-07-21,73
5803900710.0,03542-000,789116,2022-07-12,76
9009000109.0,04663-120,1180000,2022-07-18,450
5801900357.0,03646-050,250000,2022-07-22,58
21402001116.0,02998-060,380000,2022-06-27,71
24508800600.0,08470-350,66000,2022-07-22,20
7023005692.0,02311-290,300000,2022-07-21,40
14209800154.0,08220-210,300000,2022-07-29,52
15921302081.0,05541-020,700000,2022-07-22,205
14717200321.0,03575-020,220000,2022-07-26,70
16711900196.0,05883-100,42000,2022-07-25,30
11647400138.0,03477-000,400000,2022-07-25,124
18304300371.0,05794-380,203507,2022-07-25,89
15405400628.0,03983-000,210000,2022-07-25,100
10134900722.0,05625-020,500000,2022-08-01,100
6814701340.0,02254-010,560000,2022-07-21,111
18505600338.0,05560-000,225000,2022-07-14,110
6410500221.0,02111-000,395000,2022-07-19,58
6900901018.0,02303-070,490000,2022-07-26,97
14405900591.0,08290-210,252000,2022-07-19,61
11032200481.0,03876-140,550000,2022-07-22,91
5904102011.0,03622-050,86666,2022-08-01,97
12306800498.0,05625-100,480000,2022-07-26,93
18312101038.0,05782-370,520000,2022-07-25,83
5904102070.0,03622-050,86666,2022-08-01,82
11119201437.0,08062-050,320000,2022-07-26,88
16626200304.0,05859-090,520000,2022-07-22,110
16303700062.0,04829-060,980000,2022-07-20,344
5904301804.0,03622-020,395000,2022-07-26,98
17128500196.0,05639-160,817800,2022-07-28,241
8136800863.0,05432-070,2200000,2022-07-28,229
12001301013.0,04653-170,320000,2022-07-21,54
18418200511.0,05894-370,400000,2022-07-25,85
5402500037.0,03316-070,1200000,2022-07-29,80
16712700514.0,05882-400,360000,2022-06-21,63
30002800044.0,05679-070,2350000,2022-07-29,349
6611301641.0,02223-160,225000,2022-07-27,81
13614300608.0,08461-530,17660,2022-08-02,110
11740400861.0,03918-100,230000,2022-07-28,82
6820200935.0,02078-000,440000,2022-07-25,188
6655800201.0,02152-050,1330000,2022-07-21,320
19803300236.0,02306-004,240000,2022-07-29,112
18307500760.0,05798-130,1100000,2022-07-12,262
11218100361.0,08080-240,200000,2022-07-27,88
12109200056.0,04457-080,590000,2022-07-22,110
18503300612.0,05567-110,300000,2022-07-29,76
13939700451.0,08031-310,200000,2022-07-27,62
5108501110.0,03206-010,418000,2022-07-21,93
18503300108.0,05567-110,380000,2022-07-12,72
18311001501.0,05782-400,1184518,2022-07-29,275
18420801738.0,05790-310,270000,2022-07-26,61
10500800404.0,05109-160,430000,2022-07-28,107
14506100882.0,08280-430,250000,2022-07-28,60
19410400091.0,08380-000,285000,2022-08-03,119
17126706595.0,05634-001,1630000,2022-06-29,137
9124800521.0,04383-050,780000,2022-07-25,170
5915000339.0,03665-000,434280,2022-07-29,63
14724100809.0,03570-320,500000,2022-08-03,120
5907702559.0,03651-100,410000,2022-07-18,108
5224500966.0,03193-120,600000,2022-07-27,69
11043600123.0,03624-020,162000,2022-08-01,99
12403001261.0,05160-480,151000,2022-07-28,84
10301500648.0,05812-000,250000,2022-07-28,100
18203500276.0,05872-070,50000,2022-07-29,350
18203500276.0,05872-070,280000,2022-07-29,350
13818500192.0,08430-450,10000,2022-08-04,129
18312002498.0,05782-470,345000,2022-07-27,81
30300901914.0,03378-010,420000,2022-07-29,117
10806000197.0,02672-020,410000,2022-07-28,132
11344800601.0,03669-040,187800,2022-07-29,135
16036500997.0,05386-320,615000,2022-07-29,149
16607400824.0,05860-902,620000,2022-07-25,66
5104500500.0,03143-080,665000,2022-07-29,105
18601300579.0,05550-030,375000,2022-07-29,83
7850500172.0,05101-275,1650000,2022-07-27,314
17500700600.0,04845-260,146000,2022-07-29,40
9035201795.0,04674-225,750000,2022-08-05,181
8627700419.0,04623-071,1070000,2022-07-25,145
14728400386.0,03573-030,320000,2022-07-28,69
11334100801.0,03680-040,300000,2022-07-29,80
13808501196.0,08247-025,340000,2022-07-29,111
12732900892.0,02851-000,300000,2022-07-29,90
7849100263.0,05145-200,422000,2022-07-29,66
6013902641.0,03607-060,137935,2022-07-29,72
6733401428.0,02316-110,545000,2022-07-27,128
6033100484.0,03712-040,385000,2022-07-20,73
18423001211.0,05890-901,480000,2022-07-25,58
1107800161.0,01249-050,2750000,2022-07-20,345
1301400750.0,05407-000,2500000,2022-08-02,125
18312401023.0,05782-370,630000,2022-08-03,90
5929900183.0,03618-050,300000,2022-08-03,122
17126707397.0,05634-001,2750000,2022-07-27,249
21402001477.0,02998-060,440000,2022-07-26,71
14404203021.0,08290-001,290000,2022-07-27,68
16832004108.0,05763-917,550000,2022-08-01,113
17412200053.0,04840-510,286000,2022-07-25,97
15600700058.0,03244-040,550000,2022-07-25,165
6114804643.0,03641-010,290000,2022-07-27,54
9047900091.0,04642-000,7850000,2022-07-20,812
17019605574.0,05713-570,1800000,2022-07-28,473
4309100732.0,04206-002,340000,2022-08-05,54
11309900298.0,03557-040,375000,2022-07-29,61
6208000998.0,03069-050,561610,2022-07-28,180
9530900740.0,04776-002,1250000,2022-07-29,136
15302700033.0,03977-130,280000,2022-07-25,92
23705300073.0,08473-533,190000,2022-07-26,61
14813801055.0,03906-050,425000,2022-08-01,82
7109801527.0,02471-200,500000,2022-08-08,120
16031800331.0,05396-170,1080000,2022-07-11,200
6208000998.0,03069-050,646380,2022-07-27,180
24509800361.0,08470-380,71292,2022-08-05,24
102300933.0,01027-020,550000,2022-08-05,70
16414000239.0,04929-080,270000,2022-08-02,68
10601400525.0,02955-100,500000,2022-07-29,90
17327200230.0,04474-320,100000,2022-08-03,60
9711200325.0,05307-170,500000,2022-08-03,91
17902900086.0,04942-060,240000,2022-07-29,70
3000309322.0,03065-070,700000,2022-07-28,133
16030100067.0,05396-440,1250000,2022-08-01,323
7610502073.0,02566-010,270000,2022-07-25,70
6029908480.0,03613-000,433000,2022-07-29,84
15715000377.0,04187-090,375359,2021-03-26,241
12112300767.0,04468-070,350000,2022-07-26,77
7848800024.0,05119-090,1691987,2022-08-02,540
20104500441.0,05571-050,800000,2022-07-29,187
15227300541.0,08311-270,210000,2022-08-04,60
16036300564.0,05386-330,580000,2022-07-29,168
14707503151.0,03573-170,157175,2022-08-03,72
7804800444.0,05131-000,360400,2022-08-03,261
14714200789.0,03574-100,350000,2022-08-03,138
12312700483.0,05658-020,1070000,2022-07-29,289
16034000131.0,05396-190,1400000,2022-07-29,334
21402002589.0,02998-020,365000,2022-07-12,72
11411001167.0,08210-000,300000,2022-08-05,73
17126705671.0,05634-001,800000,2022-08-06,100
14821200383.0,03911-000,370000,2022-08-05,105
6208000998.0,03069-050,480000,2022-08-03,180
12007802936.0,04437-901,695000,2022-07-29,205
18104901418.0,05874-180,190000,2022-08-10,95
6002500804.0,03702-020,258000,2022-08-03,61
17214001194.0,04408-090,350000,2022-07-29,68
8809100336.0,04736-001,2715000,2022-08-10,504
11501600590.0,08440-320,350000,2022-08-02,111
9041900081.0,04623-130,1059000,2022-08-10,198
11285703919.0,08031-790,270000,2022-07-29,64
8136800944.0,05432-070,2300000,2022-08-03,283
1504301234.0,01443-000,21231231,2022-08-03,683
5706801241.0,03510-000,338000,2022-08-09,117
18312001335.0,05782-470,340000,2022-07-29,62
10111603004.0,05590-030,507000,2022-08-02,129
24506800352.0,08470-240,270000,2022-07-26,36
8815819630.0,04747-090,865000,2022-08-04,183
5911400774.0,03662-010,360000,2022-07-28,87
5921700371.0,03616-090,450000,2022-07-26,120
9035000668.0,04675-090,300000,2022-08-08,98
14207500285.0,03694-040,350000,2022-08-05,92
30010700355.0,05679-165,2720000,2022-07-29,369
16025700183.0,05374-080,500000,2022-08-01,60
9421500261.0,04909-100,450000,2022-08-05,93
13029900265.0,03817-140,264000,2022-08-04,88
5334200142.0,03350-030,350000,2022-08-01,120
14711901271.0,03579-130,240000,2022-08-06,100
15920301146.0,05527-040,310000,2022-07-26,130
9041300546.0,04648-260,1400000,2022-08-08,239
7002600613.0,02370-010,1500000,2022-08-05,280
7148000122.0,02442-210,440000,2022-08-05,213
17225000097.0,04415-020,406055,2022-08-08,205
16020000051.0,05353-100,1570000,2022-08-05,344
15519300282.0,03985-130,160000,2022-08-05,21
18904300095.0,02993-220,150000,2022-08-05,142
18909500033.0,02993-100,150000,2022-08-05,71
3303000174.0,01509-000,2000000,2022-08-11,40
3303000158.0,01509-000,1800000,2022-08-11,40
13805000390.0,08246-066,150000,2022-08-09,70
6600800585.0,02236-000,415000,2022-08-09,160
18312101739.0,05782-370,445000,2022-08-02,81
11151301093.0,03804-000,280000,2022-08-03,74
7807200375.0,05101-060,575000,2022-07-29,123
5426400180.0,03333-060,1481410,2022-07-29,243
22708400248.0,02367-215,10000,2022-08-05,140
17517400291.0,04821-020,370000,2022-08-05,152
5709400629.0,03516-010,400000,2022-08-03,111
26702700197.0,04858-250,17000,2022-08-12,40
8728000481.0,04756-079,400000,2022-08-01,168
5300501727.0,03378-050,500000,2022-08-09,137
7218200397.0,02431-050,651388,2022-08-05,177
10909500052.0,02355-290,750000,2022-08-05,199
16016600147.0,05372-075,355000,2022-08-05,145
17616403653.0,04847-900,460000,2022-08-12,52
7624800462.0,02724-030,610000,2022-08-03,103
16017800360.0,05376-120,450000,2022-08-09,109
18509400422.0,05568-230,430000,2022-08-02,130
6749600026.0,02317-170,500000,2022-08-08,182
14513200749.0,08275-250,340000,2022-08-12,75
15517800271.0,03985-070,525000,2022-08-08,152
7973800190.0,05328-000,850000,2022-08-05,162
16624700407.0,05864-020,60000,2022-08-08,45
11285704168.0,08031-760,230000,2022-08-15,82
21402601253.0,02998-070,280000,2022-08-02,53
11156600269.0,03895-050,302000,2022-08-12,108
16032200050.0,05396-010,1728000,2022-08-09,382
16831901106.0,05763-901,440000,2022-07-29,225
14611500208.0,03587-020,400000,2022-08-15,224
23505500133.0,08472-150,270000,2022-07-29,24
15303500097.0,03977-225,350000,2022-07-28,100
11135000173.0,03811-060,285000,2022-08-05,100
8809100311.0,04736-001,2400000,2022-08-10,490
17413800038.0,04840-450,300000,2022-08-15,93
13013200803.0,03729-250,320000,2022-08-08,62
15922200630.0,05542-130,640000,2022-08-09,135
7212100331.0,02018-000,750000,2022-08-08,80
13804900886.0,08246-065,240000,2022-08-08,60
11612701107.0,03436-040,225000,2022-08-08,62
7850800060.0,05101-250,1900000,2022-08-10,475
11334200695.0,03680-030,250000,2022-08-10,59
16808300584.0,05793-260,500000,2022-06-09,86
18420900663.0,05791-220,225000,2022-08-08,55
5803900710.0,03542-000,731500,2022-08-09,76
6813601431.0,02202-000,340000,2022-08-09,70
8606700037.0,04606-050,1000000,2022-08-04,169
16034200287.0,05396-450,1250000,2022-08-09,218
19202601894.0,08142-003,77755,2022-08-12,25
12736200321.0,02636-100,1200000,2022-08-10,171
10703100539.0,02848-000,210000,2022-08-09,74
11805800166.0,03258-030,350000,2022-08-08,113
14015100246.0,08050-540,400000,2022-08-10,72
11159900360.0,03884-050,397000,2022-08-10,70
12311400151.0,05621-020,1500000,2022-07-27,331
18601800271.0,05583-070,250000,2022-08-12,100
10818200404.0,02631-000,700000,2022-07-22,75
10911500048.0,02355-070,731000,2022-08-10,335
13419100042.0,08120-020,380000,2022-08-11,110
23006400079.0,08255-260,250000,2022-08-16,35
16715800188.0,05882-450,180000,2022-08-11,80
7202305585.0,02460-080,480000,2022-08-11,127
14713300607.0,03585-120,152284,2022-08-10,40
6900200605.0,02303-040,500000,2022-08-11,138
14707504255.0,03573-170,600000,2022-08-01,72
21402000675.0,02998-060,434000,2022-08-08,73
14404203356.0,08290-001,240000,2022-08-05,60
17522100177.0,04841-020,454000,2022-08-10,147
5915301568.0,03665-000,486000,2022-07-28,90
6620801315.0,02223-050,210000,2022-08-10,100
5505000606.0,03430-003,700000,2022-08-12,101
9518500029.0,04789-090,650000,2022-08-15,400
16207700138.0,04815-060,720000,2022-08-03,120
7852810713.0,05143-320,300000,2022-08-11,60
14825300064.0,03386-110,270000,2022-08-05,78
11719900301.0,03287-090,291000,2022-08-12,360
9506800669.0,04802-130,700000,2022-08-10,120
11824902981.0,03237-070,325000,2022-08-10,107
15918701019.0,05528-040,337500,2022-08-12,153
8132500121.0,05439-030,3000000,2022-08-08,302
6810800166.0,02083-020,780000,2022-08-11,187
12315800047.0,05653-030,3665000,2022-07-27,728
1406100641.0,01423-090,1150000,2022-08-18,75
7002103768.0,02372-100,935457,2022-08-11,242
6719401513.0,02254-000,680000,2022-07-04,104
5114501046.0,03208-020,470000,2022-08-12,125
14808100060.0,03908-090,54000,2022-08-18,160
11334100259.0,03680-040,1000000,2022-08-05,292
5205501073.0,03186-010,350000,2022-08-18,90
16031300256.0,05396-450,1440000,2022-07-25,176
18312002447.0,05782-470,325000,2022-08-10,62
18311001714.0,05782-450,535000,2022-08-09,118
6033301285.0,03733-000,216500,2022-08-18,91
16825602208.0,05777-010,260000,2022-08-17,45
23007000430.0,08253-330,91181,2022-08-16,35
13632000297.0,08465-040,82727,2022-08-12,23
17323800284.0,04432-190,300000,2022-08-18,135
18906201000.0,02992-110,385000,2022-07-13,75
19911000256.0,05118-060,400000,2022-08-18,41
16903700780.0,05752-350,180000,2022-08-12,110
16022500663.0,05367-180,345000,2022-08-12,80
15925000187.0,05551-170,255000,2022-08-12,75
1906300356.0,01128-000,400000,2022-08-17,91
13940300518.0,08031-250,270000,2022-08-12,104
18311200441.0,05782-470,820000,2022-08-12,174
11742300633.0,03279-250,475000,2022-08-09,103
18715000442.0,05205-350,65000,2022-08-19,72
5304100689.0,03349-020,600000,2022-08-12,130
5911200058.0,03662-080,320000,2022-08-08,171
5304100689.0,03349-020,600000,2022-08-15,130
6104300499.0,03645-000,575000,2022-08-12,167
5912501388.0,03663-000,570000,2022-08-12,182
16502100480.0,04940-140,440000,2022-08-09,179
6012903057.0,03614-000,195000,2022-08-19,62
11915801183.0,04258-050,260000,2022-08-12,58
6312000311.0,02180-020,305000,2022-08-18,52
13804500896.0,08246-101,250000,2022-08-15,73
13907400819.0,08032-560,212000,2022-08-16,51
9041400427.0,04648-260,3900000,2022-08-15,487
11636200809.0,03474-020,310000,2022-08-16,74
12728601495.0,02636-000,472000,2022-08-08,189
1202002161.0,05028-060,1200000,2022-08-22,229
11034300325.0,03670-030,300000,2022-08-16,40
11236305220.0,08011-320,260000,2022-08-12,77
5424200151.0,03337-060,2600000,2022-08-10,238
13403600423.0,08160-410,150000,2022-08-17,50
30906400594.0,04138-030,935000,2022-08-12,168
10905900323.0,02356-160,700000,2022-08-15,131
7744802446.0,02913-090,300000,2022-08-16,46
10401000124.0,02934-001,100000,2022-08-15,110
15605001557.0,03244-150,261400,2022-08-15,60
13029300111.0,03823-000,500000,2022-08-17,150
14404202848.0,08290-001,330000,2022-08-12,64
13830600134.0,08430-520,60000,2022-08-16,34
8255200347.0,05587-130,530000,2022-08-19,110
14734102146.0,08275-580,600000,2022-07-26,128
2406600408.0,05054-020,1250000,2022-08-18,151
12728601568.0,02636-000,545000,2022-08-16,189
16832005147.0,05763-913,950000,2022-08-23,160
18402900193.0,05893-130,421000,2022-08-16,168
17305400466.0,04433-020,230000,2022-08-23,83
6033301293.0,03733-000,212000,2022-08-17,89
6715303819.0,02308-205,365000,2022-08-12,56
13021600785.0,03819-040,350000,2022-08-11,94
18312400388.0,05782-370,700000,2022-08-02,90
15307400267.0,03978-000,320000,2022-08-17,110
8923500437.0,04374-000,610000,2022-08-19,95
7825800273.0,05124-000,620000,2022-08-17,150
10118900063.0,05537-030,560000,2022-08-23,116
16542701612.0,05805-040,520000,2022-08-18,226
17126301110.0,05710-070,630000,2022-08-19,185
11313500886.0,03560-000,264000,2022-08-19,54
18403800771.0,05893-210,250000,2022-08-18,130
16221400073.0,04812-240,505000,2022-08-15,150
11136502385.0,03805-030,300000,2022-08-19,93
11636200868.0,03474-020,136964,2022-08-24,74
16606502917.0,05855-270,360000,2022-08-18,93
8825902050.0,04739-060,2678000,2022-08-24,568
11021300143.0,03624-040,400000,2022-08-19,260
13444100034.0,08111-270,80000,2022-08-19,40
4911501626.0,04162-090,415000,2022-08-12,268
12213000300.0,05844-200,800000,2022-08-10,147
6634401934.0,02216-000,335000,2022-08-12,61
13440700274.0,08111-250,365000,2022-08-19,200
23003600018.0,08255-400,83000,2022-08-24,35
11136700659.0,03805-090,490000,2022-08-10,180
18720700287.0,05208-050,191000,2022-08-18,101
17519700096.0,04822-190,300000,2022-08-18,234
13808300077.0,08246-058,150000,2022-08-23,60
15513100141.0,03270-010,410000,2022-08-22,107
406600082.0,01521-020,300000,2022-08-12,92
15514102458.0,03271-040,470000,2022-08-15,191
5704903339.0,03510-000,465000,2022-08-19,95
9603800066.0,05469-020,3100000,2022-08-17,450
12040201555.0,04402-190,400000,2022-08-18,82
5104601706.0,03153-000,360000,2022-07-25,155
12316100790.0,05654-010,1300000,2022-08-19,467
14728400491.0,03573-030,280000,2022-07-25,76
5809002528.0,03509-000,480000,2022-08-17,79
11814100791.0,03268-080,230000,2022-08-26,40
10150100530.0,05591-030,445000,2022-08-11,68
4523500411.0,04084-003,1755000,2022-08-26,213
12319400086.0,05655-060,900000,2022-08-12,384
6746501663.0,02278-000,330000,2022-08-16,74
18111600320.0,05886-140,300000,2022-08-19,112
5526300609.0,03358-150,600000,2022-08-22,316
8511600558.0,04561-000,740000,2022-08-22,90
13109800747.0,03813-350,395000,2022-08-18,65
16018301112.0,05386-330,600000,2022-08-22,107
11346700851.0,03669-030,285000,2022-08-22,71
7611100416.0,02542-200,370000,2022-08-19,146
17318300635.0,04475-205,300000,2022-07-22,130
15301400036.0,03977-240,450000,2022-08-18,180
19004400361.0,02991-050,450000,2022-08-22,95
10911500031.0,02355-070,1120000,2022-08-22,278
14038501549.0,08050-340,300000,2022-08-25,146
5817200600.0,03544-010,300000,2022-08-29,47
7301800746.0,02016-050,838230,2022-08-22,128
7152200181.0,02415-060,382000,2022-08-18,118
14026001899.0,08240-217,195000,2022-08-27,56
11343400650.0,03669-040,415000,2022-08-17,78
5910300709.0,03660-030,255000,2022-08-18,89
9516100236.0,04792-000,1000000,2022-08-26,233
11132400431.0,03803-140,430000,2022-08-22,115
11810700281.0,03249-110,320000,2022-08-22,70
21402102699.0,02998-060,255000,2022-08-19,118
9048300061.0,04645-100,4400000,2022-08-19,411
10741402156.0,02837-010,480000,2022-08-04,81
5904301995.0,03622-010,365000,2022-08-23,150
6749600115.0,02317-200,730000,2022-08-19,288
18501101094.0,05565-200,271600,2022-08-16,133
8607700359.0,04620-001,3100000,2022-08-18,224
13104800242.0,08061-020,382000,2022-08-30,186
3001300418.0,03066-065,565000,2022-08-25,149
14919500474.0,03939-020,650000,2022-08-11,80
30303600397.0,03379-120,400000,2022-08-26,76
5117000595.0,03212-000,560000,2022-08-18,149
5133900511.0,03211-010,420000,2022-08-30,125
13023500389.0,03819-180,495000,2022-08-24,150
3213201685.0,03127-040,900000,2022-08-15,168
13630600645.0,08460-348,350000,2022-08-19,108
14728600393.0,03576-130,518000,2022-08-18,152
